session,scenario,receiver,satellites,hdop,cn0_dbhz,age_s,step_m,time_err_s,receiver_id,error_m,fix_valid,reference_lat,reference_lon,observed_lat,observed_lon
0,open_sky,0,18.0,1.737389087677002,43.924381256103516,0.7883421778678894,0.0,0.4290676712989807,0.0,0.35686376690864563,1,9.941318845110215,75.91919942065192,9.941316605498267,75.91919709201096
0,open_sky,1,16.0,1.3883692026138306,44.16197204589844,0.15354886651039124,0.0,0.2038542926311493,1.0,3.587381362915039,1,9.941318845110215,75.91919942065192,9.94128706062364,75.91920481690936
0,open_sky,0,17.0,1.5591131448745728,39.5191764831543,0.6829390525817871,2.1550137996673584,0.20090246200561523,0.0,1.7992321252822876,1,9.941318845110215,75.91919942065192,9.941329110989306,75.91921209472925
0,open_sky,1,17.0,1.7704166173934937,43.87863540649414,0.6063935160636902,4.70864725112915,0.41112595796585083,1.0,1.742185115814209,1,9.941318845110215,75.91919942065192,9.941328817455023,75.91921166612829
0,open_sky,0,25.0,1.176408290863037,40.751670837402344,0.09948910772800446,0.49109378457069397,0.12355634570121765,0.0,2.1475398540496826,1,9.941318845110215,75.91919942065192,9.941328294184093,75.91921649608993
0,open_sky,1,26.0,0.56602942943573,51.71464920043945,0.022038280963897705,2.6959221363067627,0.05766728147864342,1.0,1.5986790657043457,1,9.941318845110215,75.91919942065192,9.94132664473583,75.9191871783361
0,open_sky,0,23.0,0.3169151842594147,46.76438522338867,0.5647249817848206,4.383264541625977,0.05499276891350746,0.0,2.256649971008301,1,9.941318845110215,75.91919942065192,9.941312530586853,75.9191798638249
0,open_sky,1,26.0,0.838982880115509,38.04560470581055,0.7867316603660583,3.657439708709717,0.2168799191713333,1.0,2.236208915710449,1,9.941318845110215,75.91919942065192,9.941300167473441,75.91920692784417
0,open_sky,0,25.0,1.7535583972930908,45.04464340209961,0.6411687135696411,1.531900405883789,0.30759575963020325,0.0,1.666022539138794,1,9.941318845110215,75.91919942065192,9.941325075846533,75.91918560583365
0,open_sky,1,21.0,1.578138828277588,45.418094635009766,0.3167298138141632,1.3147847652435303,0.2675040066242218,1.0,2.439765691757202,1,9.941318845110215,75.91919942065192,9.941305927723603,75.91921739598264
0,open_sky,0,19.0,1.4434562921524048,40.008426666259766,0.441362202167511,7.637846946716309,0.3394846022129059,0.0,6.320892810821533,1,9.941318845110215,75.91919942065192,9.941335992589638,75.91925437599922
0,open_sky,1,20.0,1.2542402744293213,37.182003021240234,0.4852563142776489,2.6460859775543213,0.18550121784210205,1.0,2.5278379917144775,1,9.941318845110215,75.91919942065192,9.94129651438233,75.91919523653458
0,open_sky,0,22.0,1.4708653688430786,39.83594512939453,0.7481624484062195,6.970298767089844,0.36545300483703613,0.0,1.2861032485961914,1,9.941318845110215,75.91919942065192,9.941327295886298,75.91919142268024
0,open_sky,1,27.0,1.4436367750167847,40.41093063354492,0.41795459389686584,2.092406749725342,0.12111999839544296,1.0,1.4366742372512817,1,9.941318845110215,75.91919942065192,9.941313662051513,75.9191874211868
0,open_sky,0,26.0,1.6474332809448242,43.10755157470703,0.7749295830726624,3.904400587081909,0.31289809942245483,0.0,2.8939478397369385,1,9.941318845110215,75.91919942065192,9.94131817062311,75.91922580471203
0,open_sky,1,20.0,1.0026525259017944,46.7569465637207,0.27516621351242065,1.493331789970398,0.19551163911819458,1.0,1.8929933309555054,1,9.941318845110215,75.91919942065192,9.941302438575727,75.91919488095242
0,open_sky,0,13.0,1.7316519021987915,36.519142150878906,0.03952581807971001,5.82650089263916,0.5074516534805298,0.0,2.992687940597534,1,9.941318845110215,75.91919942065192,9.941327100109138,75.91917344576996
0,open_sky,1,25.0,1.8030413389205933,42.20758056640625,0.4017721116542816,2.7835805416107178,0.37917760014533997,1.0,2.737089157104492,1,9.941318845110215,75.91919942065192,9.941305106219593,75.91922012246285
0,open_sky,0,24.0,1.2775958776474,45.21526336669922,0.12723983824253082,1.821000337600708,0.06762105226516724,0.0,1.5017626285552979,1,9.941318845110215,75.91919942065192,9.941316347334325,75.9191859613082
0,open_sky,1,28.0,0.5279229879379272,40.52922058105469,0.5574426651000977,1.3451164960861206,0.02780391275882721,1.0,1.4053560495376587,1,9.941318845110215,75.91919942065192,9.941310814513121,75.91920931012575
0,open_sky,0,25.0,1.0662118196487427,41.67966842651367,0.5315533876419067,2.189509391784668,0.14277173578739166,0.0,0.688330888748169,1,9.941318845110215,75.91919942065192,9.941320290773247,75.91920552427848
0,open_sky,1,23.0,1.4155864715576172,37.86451721191406,0.3851395845413208,3.716844081878662,0.19636423885822296,1.0,3.3747003078460693,1,9.941318845110215,75.91919942065192,9.94134312728883,75.91921784652418
0,open_sky,0,21.0,1.0974726676940918,43.101165771484375,0.21240107715129852,4.482203960418701,0.17563983798027039,0.0,3.905717372894287,1,9.941318845110215,75.91919942065192,9.941332138895977,75.91916645621176
0,open_sky,1,27.0,0.8494628667831421,43.62031173706055,0.4868948757648468,4.812422752380371,0.08687809109687805,1.0,1.4507352113723755,1,9.941318845110215,75.91919942065192,9.941307295504563,75.91919329185092
0,open_sky,0,21.0,1.28520667552948,43.47898483276367,0.32743415236473083,4.307701587677002,0.22338147461414337,0.0,2.9109907150268555,1,9.941318845110215,75.91919942065192,9.94129753313202,75.9191840368027
0,open_sky,1,23.0,1.2143807411193848,41.86660385131836,0.19448502361774445,1.8208911418914795,0.1405150443315506,1.0,1.7993836402893066,1,9.941318845110215,75.91919942065192,9.941306383615279,75.91920987264129
0,open_sky,0,22.0,1.3120036125183105,40.27874755859375,0.2990098297595978,3.2785181999206543,0.31360864639282227,0.0,1.5722368955612183,1,9.941318845110215,75.91919942065192,9.941310415018636,75.91921092516276
0,open_sky,1,24.0,1.1559945344924927,45.882328033447266,0.7655263543128967,2.6789028644561768,0.14428749680519104,1.0,4.038436412811279,1,9.941318845110215,75.91919942065192,9.94130716832006,75.91923429137367
0,open_sky,0,20.0,1.441392183303833,43.669090270996094,0.022450631484389305,3.5276920795440674,0.2554256319999695,0.0,4.188817501068115,1,9.941318845110215,75.91919942065192,9.941330631823517,75.91923570033295
0,open_sky,1,23.0,1.028728723526001,38.3560905456543,0.39874157309532166,3.786121368408203,0.09998612105846405,1.0,2.1397368907928467,1,9.941318845110215,75.91919942065192,9.941333339064965,75.91921223812545
0,open_sky,0,23.0,1.2819390296936035,46.41958236694336,0.6114168167114258,5.656803607940674,0.1286565214395523,0.0,2.479238748550415,1,9.941318845110215,75.91919942065192,9.94129666974285,75.91919732448925
0,open_sky,1,29.0,0.7368214130401611,48.621212005615234,0.05283128842711449,3.1753854751586914,0.09812628477811813,1.0,1.1339085102081299,1,9.941318845110215,75.91919942065192,9.941308861733832,75.91919736811784
0,open_sky,0,28.0,1.2888410091400146,45.59041976928711,0.39854156970977783,2.32656192779541,0.1785542219877243,0.0,1.3781297206878662,1,9.941318845110215,75.91919942065192,9.941315154655,75.91918742348102
0,open_sky,1,19.0,1.0155202150344849,42.32649230957031,0.7483785152435303,1.438354253768921,0.23137055337429047,1.0,0.31550276279449463,1,9.941318845110215,75.91919942065192,9.941321665128942,75.91919913320169
0,open_sky,0,25.0,1.4703450202941895,36.15559387207031,0.7311915159225464,1.8020342588424683,0.18591280281543732,0.0,0.4801754057407379,1,9.941318845110215,75.91919942065192,9.941322136743446,75.91920225082849
0,open_sky,1,28.0,0.6714774370193481,43.78822326660156,0.1814412921667099,1.1856859922409058,0.07115642726421356,1.0,0.8854559659957886,1,9.941318845110215,75.91919942065192,9.941311729381853,75.91920302939941
0,open_sky,0,21.0,1.578391194343567,40.27787399291992,0.16633743047714233,3.1312813758850098,0.3305460512638092,0.0,3.442880630493164,1,9.941318845110215,75.91919942065192,9.94132063255847,75.9192307674063
0,open_sky,1,25.0,0.6981286406517029,45.356502532958984,0.3311403691768646,1.5800755023956299,0.14687196910381317,1.0,2.4358363151550293,1,9.941318845110215,75.91919942065192,9.94130171108768,75.91921323768777
0,open_sky,0,24.0,1.560045599937439,44.00653839111328,0.30209583044052124,5.026782035827637,0.33469894528388977,0.0,1.6106911897659302,1,9.941318845110215,75.91919942065192,9.941321197423974,75.91918492649934
0,open_sky,1,27.0,0.6412840485572815,44.4017333984375,0.38364362716674805,1.345026969909668,0.04385210946202278,1.0,1.5559836626052856,1,9.941318845110215,75.91919942065192,9.941313779581717,75.91921264663432
0,open_sky,0,24.0,1.205915927886963,40.58477020263672,0.2538793683052063,3.3230843544006348,0.14624761044979095,0.0,2.681454658508301,1,9.941318845110215,75.91919942065192,9.941341788415484,75.91920686918871
0,open_sky,1,24.0,0.543686032295227,46.3680534362793,0.39346957206726074,2.1080586910247803,0.0,1.0,0.6582369804382324,1,9.941318845110215,75.91919942065192,9.94132398404396,75.91919645115136
0,open_sky,0,27.0,0.5256370902061462,45.04878234863281,0.49960026144981384,2.758211374282837,0.03411760926246643,0.0,2.0898749828338623,1,9.941318845110215,75.91919942065192,9.941319796053206,75.9192184559459
0,open_sky,1,28.0,0.5497366786003113,46.340606689453125,0.11111212521791458,0.7146829962730408,0.026054468005895615,1.0,0.3557940125465393,1,9.941318845110215,75.91919942065192,9.941320708533397,75.91920205695439
0,open_sky,0,24.0,1.0824054479599,45.59477615356445,0.22490499913692474,1.2831482887268066,0.1625259965658188,0.0,1.224209189414978,1,9.941318845110215,75.91919942065192,9.941325516523662,75.9192082963935
0,open_sky,1,25.0,1.0913232564926147,41.2479362487793,0.5011284947395325,1.3015235662460327,0.17360298335552216,1.0,1.6563042402267456,1,9.941318845110215,75.91919942065192,9.94132830853751,75.91921107701353
0,open_sky,0,22.0,1.371697187423706,43.05837631225586,0.06631872802972794,0.9804020524024963,0.13280853629112244,0.0,1.076684832572937,1,9.941318845110215,75.91919942065192,9.941328506221575,75.9191998860296
